DALIA_ID,Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version
9b33ad09-b916-4554-8864-966c6e44b927,"Busch, Anna * Lassner, David * Plzáková, Aneta",CC-BY-4.0,https://hdl.handle.net/21.11159/019595c4-2c37-7079-8d74-3463a9b31b3b,Automatic Text Recognition (ATR) - Where and How to Get Images,DARIAH (S),"In this tutorial, you learn about the typical methods for obtaining high-quality scanned images, setting the stage for successful text recognition processes. It outlines obtaining digital copies from archives, digitisation needs, and copyright considerations. It also covers using online resources like Google Books and Internet Archive while navigating public domain copyright issues. Lastly, it highlights the Heritage Data Reuse Charter for collaboration between cultural heritage institutions and researchers.

This is the English version of this training module. The video is available with English, French and German subtitles.

Si vous souhaitez accéder à la version française du module, rendez-vous ici.

Die deutsche Version der u.s. Lerneinheit ist hier verfügbar.",https://w3id.org/kim/hochschulfaechersystematik/n01,,Editing tools * Machine Learning * Automatic Text Recognition,en,Lecture,text * video,,2025-01-29,,,,1.0.0
768d1e21-4392-46aa-b865-7fe0b7bc8136,"Chiffoleau, Floriane * Ondraszek, Sarah",CC-BY-4.0, https://hdl.handle.net/21.11159/019595c5-1034-7337-8bb9-5543466e882b,Automatic Text Recognition (ATR) - End Formats and Reusability,DARIAH (S),"This session is dedicated to the reusability of the output of an ATR pipeline. It synthesises the output formats and draws on them for a presentation of reuse options in the spirit of Open Science.

This is the English version of this training module. The video is available with English, French and German subtitles.

Si vous souhaitez accéder à la version française du module, rendez-vous ici.

Die deutsche Version der u.s. Lerneinheit ist hier verfügbar.",https://w3id.org/kim/hochschulfaechersystematik/n01,,Automatic Text Recognition * Editing tools * Machine Learning,en,Lecture,text * video,,2025-01-29,,,,1.0.0
96c9dac2-97f2-406d-a79a-dae5daeeb997,"Chiffoleau, Floriane * Ondraszek, Sarah",CC-BY-4.0,https://hdl.handle.net/21.11159/019595c5-10bc-76da-97f2-08c40c70432e,Automatic Text Recognition (ATR) - Text Recognition and Post-ATR Correction,DARIAH (S),"This resource recaps Automatic Text Recognition (ATR) process and concentrates on how to correct output from ATR pipelines. The last part is dedicated to open-source tools available for post-ATR correction.

This is the English version of this training module. The video is available with English, French and German subtitles.

Si vous souhaitez accéder à la version française du module, rendez-vous ici.

Die deutsche Version der u.s. Lerneinheit ist hier verfügbar.",https://w3id.org/kim/hochschulfaechersystematik/n01,,Automatic Text Recognition,en,Lecture,,,2025-01-29,,,,1.0.0
5524a241-a153-45c1-aa4e-84a7df5770e6,"Williams, Mita",CC-BY-4.0,https://doi.org/10.46430/phen0118,Designing a Deck of Timeline Cards for Tabletops and Tabletop Simulator,DARIAH (S),"Just as authors or publishers use word processors to create printed books, designers of tabletop games regularly use digital tools to create paper prototypes of their work. This tutorial will introduce you to two of these specialized digital tools: Andrea Nini’s nanDECK and Tabletop Simulator.

This tutorial will show how students can create their own digital versions of games using the chronology building mechanic popularized by Frederic Henry’s commercial game, Timeline.

This lesson demonstrates how to use nanDECK to design and publish your own deck of printed or digital playing cards, and use them to test a group’s knowledge of historical events through a Timeline-like game mechanic. This lesson will also highlight best practices for handling digitized historical objects.
Reviewed by:

    Chris Young
    Adam Porter
",https://w3id.org/kim/hochschulfaechersystematik/n01,,Open access * Data visualisation * eHeritage,en,Lecture,,,2024-03-18,,,,1.0.0
47a9c717-eb40-49cd-a9be-d55e1368c3d2,"Genatowski, Emily * Baille, James",CC-BY-4.0,https://hdl.handle.net/21.11159/019595c5-14b7-750b-833b-cc9b9d1a8987,Data and Databases: From Source to Data,DARIAH (S),"Humanities and social scientific data is fundamentally different in type to a great deal of data available in the sciences. Understanding your data, and therefore the basis upon which you can handle it, is fundamental to the process of database creation.

In this resource, we will look at some generic issues around humanities data and its reliability, and then some examples of the sorts of data you may be dealing with. This is not intended to be an absolute guide to all possible issues –many of those will come from the specifics of your project –but this resource will provide some general starting points for you to consider when looking at your data and how you could use it in a database.",https://w3id.org/kim/hochschulfaechersystematik/n01,,Data management,en,Lecture,text,,2025-01-29,,,,1.0.0
be65b632-1ff6-47ab-9c6c-7e22cce4fcee,"Goodale, Ian",CC-BY-4.0, https://doi.org/10.46430/phen0121,"Analyzing Multilingual French and Russian Text using NLTK, spaCy, and Stanza",Programming Historian (S) * DARIAH (R),"Many of the resources available for learning computational methods of text analysis focus on English-language texts and corpora, and often lack the information which is needed to work with non-English source material. To help remedy this, this lesson will provide an introduction to analyzing non-English and multilingual text (that is, text written in more than one language) using Python. Using a multilingual text composed of Russian and French, this lesson will show how you can use computational methods to perform three fundamental preprocessing tasks: tokenization, part-of-speech tagging, and lemmatization. Then, it will teach you to automatically detect the languages present in a preprocessed text.

To perform the three fundamental preprocessing steps, this lesson uses three common Python packages for Natural Language Processing (NLP): the Natural Language Toolkit (NLTK), spaCy, and Stanza. We’ll start by going over these packages, reviewing and comparing their core features, so you can understand how they work and discern which tool is right for your specific use case and coding style.
Reviewed by:

    William Mattingly
    Merve Tekgürler",https://w3id.org/kim/hochschulfaechersystematik/n01,,Python * Data management,en,Lecture,text,,2024-11-13,,,,1.0.0
ff25737c-bc32-4f5b-ab5f-b85f094a8f9a,"Grunewald, Susan * Mostern, Ruth",CC-BY-4.0,https://doi.org/10.46430/phen0117,Working with Named Places: How and Why to Build a Gazetteer,Programming Historian (S) * DARIAH (R),"This lesson teaches you how to leverage the power of digital gazetteers, which are essential resources for spatial history. Unlike maps, gazetteers can readily connect named spatial entities with one another and with their modern locations, and they make it easy to annotate any identified place with information about texts, events, people, or other places that have been associated with it.

This lesson will demonstrate how to build a digital gazetteer, starting with a simple spreadsheet that you can build into Linked Open Data resources to communicate with other projects.
Reviewed by:

    Vincent Ducatteeuw
    Andrew Janco
",https://w3id.org/kim/hochschulfaechersystematik/n01,,Data management * Linked Open Data * Spatial humanities,en,Lecture,,,2024-03-27,,,,1.0.0
42cd1848-824e-4a62-880d-987deff48d3e,"Wermer-Colan, Alex * Lemire Garlic, Nicole * Antsen, Jeff",CC-BY-4.0,https://doi.org/10.46430/phen0120,Text Mining YouTube Comment Data with Wordfish in R,Programming Historian (S) * DARIAH (R),"This lesson will introduce readers to a method for conducting research on internet discourse by performing data analysis on comments posted under YouTube videos by viewers.

You will learn how to download YouTube video comments and analyze their textual data using the natural language processing algorithm Wordfish. Designed for scaling textual data using unsupervised machine learning, Wordfish brings into relief the salient dimensions of latent meaning within a corpus.

This lesson will guide you through three key phases of 1) data collection, 2) data preparation (cleaning and modeling), and 3) data analysis (including generating visualizations).
Reviewed by:

    Janna Joceli Omena
    Heather Lang",https://w3id.org/kim/hochschulfaechersystematik/n01,,Data management * Data visualisation,en,Lecture,,,2024-08-07,,,,1.0.0
365c3e97-30e2-4d2f-afcf-aaff0df008b6,"Goldberg, Charles * Haala, Zach",CC-BY-4.0,https://doi.org/10.46430/phen0119,Facial Recognition in Historical Photographs with Artificial Intelligence in Python,Programming Historian (S) * DARIAH (R),"This lesson is meant as an introductory exercise in applying computer vision machine learning to historical photos. You’ll learn computer vision and machine learning principles for object recognition, and how to apply these principles using Python to recognize and classify smiling faces in historical photographs. This lesson will also serve as an introduction to some of the ethical issues posed by the use of AI in the study of photographs, particularly those implicating race and gender.

Scholars from two broad perspectives may find this tutorial of interest. First, historians engaging with large visual corpora in their research may find computer vision and object recognition valuable. Second, this tutorial is meant to provide an introductory lesson in how computational analysis of large visual collections can aid in curating and organizing large digital collections.
Reviewed by:

    Steven Verstockt
    Daniel van Strien
",https://w3id.org/kim/hochschulfaechersystematik/n01,,Python * Machine Learning,en,Lecture,,,2024-06-25,,,,1.0.0
2ad32607-d3ab-4bd1-ae3c-e45fea1c1e99,"Beine, Julia Jennifer * Börner, Ingo * Buschenhenke, Floor * Çakir, Dîlan Canan * Carloni, Massimiliano * Dijkstra, Anna * Ďurčo, Matej * Fischer, Frank * Garnett, Vicky * Hoover, Sarah * Illmer, Victor J. * Kunda, Bartłomiej * Milling, Carsten * Plank, Lukas * Rohe, Jonas * Schöch, Christof * Tonra, Justin * Trilcke, Peer * Wiederänders, Maria * Woldrich, Anna * Wünsche, Katharina",CC-BY-4.0,https://hdl.handle.net/21.11159/0196241c-c361-76ce-a1b5-6fdd17d0d776,ExploreCor - Using Programmable Corpora in Computational Literary Studies,DARIAH (S) * CLS INFRA (S),"For Computational Literary Studies, one research object has proven to be of particular relevance that hardly plays a role in traditional literary studies: the corpus. In this introduction to the “ExploreCor” Training School, we will firstly reflect on working with literary corpora in Computational Literary Studies.",https://w3id.org/kim/hochschulfaechersystematik/n01,,Linked Open Data * Python * Semantic Web * Corpus Analysis,en,Lecture,video,,2025-04-09,,,,1.0.1
